@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo STRING
@ATTRIBUTE estado_civil STRING
@ATTRIBUTE cidade STRING
@ATTRIBUTE bairro STRING
@ATTRIBUTE estado STRING
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento STRING
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"

@DATA
2537,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Durable Wool Plate",30.78,"GAMES","2017-11-02"
2538,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Steel Plate",93.56,"BELEZA E PERFUMARIA","2017-09-28"
2539,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Copper Pants",39.72,"INFORMATICA","2017-10-15"
2540,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Cotton Bag",71.61,"GAMES","2017-10-09"
2541,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Wool Bench",85.93,"LIVROS","2017-10-11"
2542,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Steel Chair",1.05,"LIVROS","2017-09-29"
2543,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Synergistic Marble Keyboard",46.35,"ELETRODOMESTICOS","2017-10-02"
2544,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Leather Pants",50.58,"BRINQUEDOS","2017-10-12"
2545,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Ergonomic Copper Gloves",31.48,"BELEZA E PERFUMARIA","2017-10-25"
2546,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Paper Plate",0.16,"DECORACAO","2017-10-07"
2547,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Wool Hat",13.68,"BRINQUEDOS","2017-09-21"
2548,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Wool Pants",35.26,"LIVROS","2017-10-01"
2549,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Linen Bottle",53.66,"INFORMATICA","2017-10-05"
2550,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Wooden Bag",52.72,"DECORACAO","2017-11-02"
2551,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Iron Hat",20.44,"ELETRODOMESTICOS","2017-10-09"
2552,"F","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Cotton Computer",97.06,"DECORACAO","2017-10-12"
2553,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Leather Knife",3.51,"DECORACAO","2017-09-29"
2554,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Wooden Computer",90.94,"BRINQUEDOS","2017-09-30"
2555,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Intelligent Linen Lamp",42.29,"BELEZA E PERFUMARIA","2017-10-03"
2556,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Linen Clock",14.72,"DECORACAO","2017-10-21"
2557,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Plastic Shoes",58.53,"BELEZA E PERFUMARIA","2017-11-11"
2558,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Wooden Bag",95.76,"CELULARES E TELEFONIA","2017-10-01"
2559,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Copper Watch",91.46,"LIVROS","2017-10-12"
2560,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Aluminum Bench",26.97,"LIVROS","2017-11-09"
2561,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Lightweight Bronze Clock",62.55,"INFORMATICA","2017-11-09"
2562,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Linen Clock",70.12,"DECORACAO","2017-11-02"
2563,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Wooden Coat",32.18,"CELULARES E TELEFONIA","2017-10-09"
2564,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Plastic Keyboard",16.93,"LIVROS","2017-10-25"
2565,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Concrete Bottle",67.81,"CELULARES E TELEFONIA","2017-10-14"
2566,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Linen Knife",14.01,"CELULARES E TELEFONIA","2017-11-14"
2567,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Practical Iron Car",41.88,"BELEZA E PERFUMARIA","2017-09-23"
2568,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Concrete Wallet",52.33,"ELETRODOMESTICOS","2017-11-07"
2569,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Silk Gloves",84.08,"BRINQUEDOS","2017-10-30"
2570,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Leather Coat",60.65,"LIVROS","2017-10-20"
2571,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Mediocre Concrete Clock",76.38,"BELEZA E PERFUMARIA","2017-11-08"
2572,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Linen Gloves",14.93,"INFORMATICA","2017-10-23"
2573,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Plastic Coat",0.76,"GAMES","2017-09-25"
2574,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Ergonomic Leather Car",2.56,"LIVROS","2017-10-07"
2575,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Ergonomic Paper Computer",3.12,"GAMES","2017-10-03"
2576,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Aerodynamic Wool Plate",98.75,"BELEZA E PERFUMARIA","2017-11-12"
2577,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Silk Bottle",67.02,"GAMES","2017-09-29"
2578,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Wool Bottle",88.11,"INFORMATICA","2017-10-24"
2579,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Aerodynamic Cotton Hat",28.9,"ELETRODOMESTICOS","2017-10-17"
2580,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Paper Shoes",24.51,"DECORACAO","2017-10-13"
2581,"M","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Paper Bottle",47.7,"DECORACAO","2017-10-07"
2582,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Silk Gloves",2.23,"BRINQUEDOS","2017-09-28"
2583,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Wooden Shirt",65.85,"BRINQUEDOS","2017-10-16"
2584,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Leather Chair",36.87,"ELETRODOMESTICOS","2017-10-29"
2585,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Silk Bottle",19.29,"ELETRODOMESTICOS","2017-10-27"
2586,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Leather Watch",95.76,"LIVROS","2017-11-08"
2587,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Cotton Table",71.74,"GAMES","2017-10-15"
2588,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Synergistic Silk Bench",90.18,"DECORACAO","2017-09-24"
2589,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Granite Computer",51.29,"CELULARES E TELEFONIA","2017-10-08"
2590,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Cotton Bench",56.37,"BRINQUEDOS","2017-09-20"
2591,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Small Steel Bench",1.81,"CELULARES E TELEFONIA","2017-11-08"
2592,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Paper Bottle",45.27,"CELULARES E TELEFONIA","2017-11-13"
2593,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Concrete Gloves",96.52,"INFORMATICA","2017-09-22"
2594,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Durable Wooden Chair",22.16,"ELETRODOMESTICOS","2017-09-27"
2595,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Leather Bench",72.82,"INFORMATICA","2017-10-25"
2596,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Rubber Plate",2.82,"DECORACAO","2017-10-05"
2597,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Cotton Lamp",68.32,"GAMES","2017-09-19"
2598,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Rubber Car",44.66,"GAMES","2017-10-02"
2599,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Copper Bench",52.88,"INFORMATICA","2017-10-22"
2600,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Copper Shirt",61.64,"GAMES","2017-11-13"
2601,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Silk Knife",44.63,"INFORMATICA","2017-10-19"
2602,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Rubber Knife",90.75,"DECORACAO","2017-11-12"
2603,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Cotton Shirt",30.82,"CELULARES E TELEFONIA","2017-09-24"
2604,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Incredible Aluminum Lamp",10.46,"LIVROS","2017-09-30"
2605,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Ergonomic Steel Gloves",79.2,"BRINQUEDOS","2017-10-07"
2606,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Copper Lamp",33.87,"ELETRODOMESTICOS","2017-10-31"
2607,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Wooden Wallet",23.43,"LIVROS","2017-11-11"
2608,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Concrete Bench",16.46,"BELEZA E PERFUMARIA","2017-10-10"
2609,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Iron Bench",63.35,"LIVROS","2017-10-07"
2610,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Incredible Linen Bag",75.4,"INFORMATICA","2017-10-06"
2611,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Paper Bench",59.17,"INFORMATICA","2017-10-04"
2612,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Steel Bag",13.33,"DECORACAO","2017-10-27"
2613,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Mediocre Silk Bottle",75.86,"DECORACAO","2017-11-08"
2614,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Marble Bench",38.22,"ELETRODOMESTICOS","2017-09-17"
2615,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Granite Chair",60.57,"BRINQUEDOS","2017-10-11"
2616,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Heavy Duty Iron Shoes",53.55,"LIVROS","2017-10-04"
2617,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Concrete Car",11.41,"LIVROS","2017-09-25"
2618,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Marble Pants",30.07,"ELETRODOMESTICOS","2017-09-23"
2619,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Wool Bottle",42.17,"LIVROS","2017-10-07"
2620,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Sleek Copper Chair",34.44,"GAMES","2017-09-27"
2621,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Rubber Pants",20.98,"ELETRODOMESTICOS","2017-10-27"
2622,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Rustic Bronze Bag",96.51,"BELEZA E PERFUMARIA","2017-11-14"
2623,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Synergistic Leather Computer",93.89,"DECORACAO","2017-10-28"
2624,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Silk Pants",84.89,"GAMES","2017-11-11"
2625,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Plastic Plate",12.58,"GAMES","2017-11-01"
2626,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Paper Wallet",96.81,"CELULARES E TELEFONIA","2017-10-09"
2627,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Rustic Marble Keyboard",6.1,"CELULARES E TELEFONIA","2017-09-24"
2628,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Concrete Watch",8.35,"BELEZA E PERFUMARIA","2017-10-13"
2629,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Paper Hat",64.4,"DECORACAO","2017-11-02"
2630,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Marble Pants",94.92,"GAMES","2017-10-03"
2631,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Linen Wallet",78.5,"BRINQUEDOS","2017-10-20"
2632,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Aluminum Plate",18.9,"GAMES","2017-10-26"
2633,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Wooden Car",37.75,"BRINQUEDOS","2017-10-14"
2634,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Granite Clock",58.3,"GAMES","2017-10-17"
2635,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Wool Pants",50.64,"BELEZA E PERFUMARIA","2017-10-23"
2636,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Concrete Coat",53.23,"DECORACAO","2017-10-02"
2637,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Wool Plate",78.78,"GAMES","2017-10-11"
2638,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Linen Chair",49.12,"ELETRODOMESTICOS","2017-10-28"
2639,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Paper Lamp",38.75,"BRINQUEDOS","2017-09-27"
2640,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Iron Bottle",64.83,"GAMES","2017-11-05"
2641,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Aluminum Clock",34.02,"INFORMATICA","2017-10-09"
2642,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Bronze Car",51.72,"INFORMATICA","2017-10-28"
2643,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Marble Shirt",5.76,"CELULARES E TELEFONIA","2017-10-17"
2644,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Incredible Iron Shirt",87.19,"LIVROS","2017-09-15"
2645,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Rubber Table",89.06,"CELULARES E TELEFONIA","2017-11-04"
2646,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Aluminum Lamp",48.25,"INFORMATICA","2017-09-23"
2647,"M","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Cotton Computer",4.21,"CELULARES E TELEFONIA","2017-10-06"
2648,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Rustic Leather Shoes",58.37,"INFORMATICA","2017-10-21"
2649,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Wool Plate",41.44,"BELEZA E PERFUMARIA","2017-11-10"
2650,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Lightweight Paper Gloves",61.58,"CELULARES E TELEFONIA","2017-09-17"
2651,"M","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Synergistic Wool Bag",2.89,"CELULARES E TELEFONIA","2017-11-07"
2652,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Leather Computer",75.85,"BELEZA E PERFUMARIA","2017-10-05"
2653,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Plastic Wallet",54.55,"INFORMATICA","2017-10-11"
2654,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Leather Bench",45.77,"CELULARES E TELEFONIA","2017-09-30"
2655,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Silk Bench",41.57,"ELETRODOMESTICOS","2017-10-30"
2656,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Granite Plate",86.88,"INFORMATICA","2017-09-30"
2657,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Concrete Lamp",49.6,"BELEZA E PERFUMARIA","2017-10-06"
2658,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Incredible Marble Watch",70.18,"DECORACAO","2017-11-04"
2659,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Iron Gloves",48.95,"BELEZA E PERFUMARIA","2017-10-31"
2660,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Plastic Wallet",73.88,"BRINQUEDOS","2017-09-16"
2661,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Durable Silk Table",59.38,"CELULARES E TELEFONIA","2017-09-16"
2662,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Granite Bag",68.58,"ELETRODOMESTICOS","2017-10-05"
2663,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Concrete Watch",14.53,"INFORMATICA","2017-11-14"
2664,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Aluminum Plate",59.51,"ELETRODOMESTICOS","2017-10-07"
2665,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Copper Coat",3.54,"BRINQUEDOS","2017-10-19"
2666,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Rubber Gloves",50.32,"DECORACAO","2017-11-11"
2667,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Plastic Bottle",61.01,"GAMES","2017-09-30"
2668,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Paper Table",63.12,"CELULARES E TELEFONIA","2017-11-04"
2669,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Iron Keyboard",31.82,"ELETRODOMESTICOS","2017-10-23"
2670,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Durable Marble Watch",72.23,"BELEZA E PERFUMARIA","2017-10-30"
2671,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Bronze Car",64.47,"ELETRODOMESTICOS","2017-10-02"
2672,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Iron Shirt",87.67,"CELULARES E TELEFONIA","2017-10-24"
2673,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Silk Computer",77.41,"ELETRODOMESTICOS","2017-11-12"
2674,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Aluminum Wallet",10.98,"CELULARES E TELEFONIA","2017-09-18"
2675,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Paper Keyboard",94.07,"ELETRODOMESTICOS","2017-10-07"
2676,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Aluminum Coat",54.58,"BRINQUEDOS","2017-10-31"
2677,"M","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Copper Chair",7.66,"INFORMATICA","2017-11-04"
2678,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Paper Watch",98.01,"BRINQUEDOS","2017-10-08"
2679,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Durable Marble Chair",37.57,"INFORMATICA","2017-10-16"
2680,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Wooden Gloves",20.1,"BRINQUEDOS","2017-09-18"
2681,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Silk Computer",72.18,"BELEZA E PERFUMARIA","2017-09-18"
2682,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Rubber Lamp",34.67,"GAMES","2017-11-08"
2683,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Ergonomic Aluminum Pants",86.83,"CELULARES E TELEFONIA","2017-10-31"
2684,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Granite Bag",29.22,"GAMES","2017-10-01"
2685,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Steel Shirt",27.85,"BRINQUEDOS","2017-09-16"
2686,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Ergonomic Aluminum Table",36.88,"GAMES","2017-10-15"
2687,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Concrete Keyboard",24.89,"ELETRODOMESTICOS","2017-10-03"
2688,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wooden Clock",1.26,"LIVROS","2017-10-11"
2689,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Small Rubber Gloves",49.51,"BRINQUEDOS","2017-09-26"
2690,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Wool Shirt",8.35,"LIVROS","2017-09-30"
2691,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Aluminum Lamp",35.91,"CELULARES E TELEFONIA","2017-10-01"
2692,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Leather Bag",0.8,"ELETRODOMESTICOS","2017-11-13"
2693,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Wool Hat",87.07,"INFORMATICA","2017-09-25"
2694,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Sleek Granite Keyboard",93.66,"LIVROS","2017-10-01"
2695,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Paper Shoes",88.23,"INFORMATICA","2017-10-27"
2696,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Concrete Shirt",24.13,"DECORACAO","2017-10-31"
2697,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Aerodynamic Marble Plate",15.33,"GAMES","2017-10-26"
2698,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Durable Linen Table",49.07,"GAMES","2017-10-13"
2699,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Rubber Watch",35.13,"GAMES","2017-09-29"
2700,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Silk Watch",31.14,"INFORMATICA","2017-10-13"
2701,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Plastic Car",29.53,"BELEZA E PERFUMARIA","2017-10-05"
2702,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Concrete Chair",50.13,"CELULARES E TELEFONIA","2017-10-03"
2703,"M","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Iron Clock",58.88,"ELETRODOMESTICOS","2017-11-02"
2704,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Iron Table",61.53,"DECORACAO","2017-09-26"
2705,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Concrete Table",18.8,"ELETRODOMESTICOS","2017-11-14"
2706,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Steel Table",30.89,"BRINQUEDOS","2017-10-17"
2707,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Paper Pants",97.81,"BRINQUEDOS","2017-10-23"
2708,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Plastic Pants",66.39,"LIVROS","2017-10-04"
2709,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Synergistic Bronze Car",37.49,"BRINQUEDOS","2017-10-05"
2710,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Linen Hat",23.21,"BELEZA E PERFUMARIA","2017-10-31"
2711,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Ergonomic Leather Knife",29.28,"GAMES","2017-10-11"
2712,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Plastic Keyboard",79.73,"ELETRODOMESTICOS","2017-10-05"
2713,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Wool Knife",51.65,"BELEZA E PERFUMARIA","2017-09-19"
2714,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Leather Clock",4.92,"GAMES","2017-10-25"
2715,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Concrete Chair",35.52,"BRINQUEDOS","2017-09-27"
