@RELATION compras

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE preco {'ate 100', 'de 100 a 200', 'de 200 a 300', 'de 300 a 400', 'de 400 a 500', 'acima de 500'}
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday}
@ATTRIBUTE idade {'18-25', '26-35', '35-45', '46-60', 'acima de 60'}

@DATA
"F","VIUVO","CENTRO","ate 100","DECORACAO",17,12,"Saturday","46-60"
"F","CASADO","JARDIM DA PENHA","de 300 a 400","DECORACAO",30,11,"Wednesday","46-60"
"F","SOLTEIRO","CENTRO","acima de 500","BELEZA E PERFUMARIA",9,1,"Saturday","18-25"
"F","DIVORCIADO","PRAIA DO CANTO","de 400 a 500","BELEZA E PERFUMARIA",5,3,"Saturday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","CELULARES E TELEFONIA",21,2,"Sunday","35-45"
"F","DIVORCIADO","SAO PEDRO","de 400 a 500","BRINQUEDOS",30,12,"Friday","46-60"
"F","CASADO","JARDIM CAMBURI","de 300 a 400","BELEZA E PERFUMARIA",19,7,"Tuesday","18-25"
"F","SOLTEIRO","JARDIM CAMBURI","de 300 a 400","BELEZA E PERFUMARIA",12,3,"Saturday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","ate 100","DECORACAO",26,11,"Saturday","18-25"
"F","DIVORCIADO","GOIABEIRAS","ate 100","CELULARES E TELEFONIA",26,9,"Monday","26-35"
"F","DIVORCIADO","GOIABEIRAS","ate 100","LIVROS",22,3,"Tuesday","35-45"
"F","DIVORCIADO","GOIABEIRAS","de 300 a 400","DECORACAO",12,6,"Sunday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","de 300 a 400","LIVROS",16,9,"Friday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",23,3,"Wednesday","18-25"
"F","CASADO","SANTO ANTONIO","ate 100","CELULARES E TELEFONIA",12,12,"Monday","35-45"
"F","CASADO","JARDIM DA PENHA","de 200 a 300","BRINQUEDOS",3,9,"Saturday","26-35"
"F","DIVORCIADO","CENTRO","de 300 a 400","BELEZA E PERFUMARIA",19,11,"Saturday","18-25"
"F","VIUVO","SANTO ANTONIO","de 200 a 300","DECORACAO",30,7,"Saturday","18-25"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","DECORACAO",10,6,"Friday","acima de 60"
"F","SOLTEIRO","JUCUTUQUARA","de 300 a 400","ELETRODOMESTICOS",14,5,"Saturday","35-45"
"F","CASADO","JARDIM DA PENHA","de 200 a 300","BRINQUEDOS",26,10,"Wednesday","35-45"
"F","CASADO","CENTRO","acima de 500","ELETRODOMESTICOS",20,12,"Tuesday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","de 300 a 400","ELETRODOMESTICOS",29,10,"Saturday","26-35"
"F","SOLTEIRO","CENTRO","acima de 500","BRINQUEDOS",3,3,"Thursday","35-45"
"F","SOLTEIRO","SAO PEDRO","de 200 a 300","BRINQUEDOS",31,1,"Sunday","26-35"
"F","SOLTEIRO","PRAIA DO CANTO","de 100 a 200","ELETRODOMESTICOS",17,9,"Saturday","26-35"
"F","VIUVO","PRAIA DO CANTO","de 400 a 500","INFORMATICA",5,10,"Wednesday","18-25"
"F","SOLTEIRO","JARDIM DA PENHA","ate 100","BELEZA E PERFUMARIA",9,4,"Saturday","acima de 60"
"F","DIVORCIADO","JUCUTUQUARA","de 200 a 300","LIVROS",21,8,"Sunday","26-35"
"F","SOLTEIRO","CENTRO","de 100 a 200","LIVROS",10,12,"Saturday","35-45"
"F","SOLTEIRO","GOIABEIRAS","de 200 a 300","INFORMATICA",17,9,"Saturday","35-45"
"F","DIVORCIADO","CENTRO","ate 100","DECORACAO",8,9,"Thursday","18-25"
"F","CASADO","PRAIA DO CANTO","de 300 a 400","INFORMATICA",30,7,"Saturday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",4,11,"Friday","35-45"
"F","DIVORCIADO","CENTRO","ate 100","BELEZA E PERFUMARIA",6,12,"Tuesday","35-45"
"F","SOLTEIRO","SANTO ANTONIO","ate 100","INFORMATICA",16,7,"Saturday","35-45"
"F","DIVORCIADO","MARUIPE","de 100 a 200","LIVROS",16,12,"Friday","18-25"
"F","VIUVO","CENTRO","acima de 500","LIVROS",7,1,"Thursday","26-35"
"F","CASADO","CENTRO","de 200 a 300","LIVROS",19,4,"Tuesday","46-60"
"F","SOLTEIRO","PRAIA DO CANTO","de 100 a 200","LIVROS",16,7,"Saturday","18-25"
"F","SOLTEIRO","MARUIPE","ate 100","LIVROS",8,12,"Thursday","46-60"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","CELULARES E TELEFONIA",16,11,"Wednesday","acima de 60"
"F","DIVORCIADO","JARDIM DA PENHA","acima de 500","CELULARES E TELEFONIA",7,5,"Saturday","26-35"
"F","CASADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",29,5,"Sunday","35-45"
"F","DIVORCIADO","MARUIPE","ate 100","BRINQUEDOS",13,5,"Friday","18-25"
"F","SOLTEIRO","CENTRO","de 300 a 400","DECORACAO",12,3,"Saturday","26-35"
"F","DIVORCIADO","JARDIM DA PENHA","acima de 500","GAMES",18,6,"Saturday","35-45"
"F","SOLTEIRO","SAO PEDRO","de 100 a 200","LIVROS",1,1,"Friday","46-60"
"F","DIVORCIADO","JUCUTUQUARA","acima de 500","BRINQUEDOS",16,10,"Sunday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","de 300 a 400","CELULARES E TELEFONIA",24,12,"Saturday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","BELEZA E PERFUMARIA",6,8,"Saturday","26-35"
"F","CASADO","CENTRO","acima de 500","BELEZA E PERFUMARIA",29,10,"Saturday","46-60"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",3,6,"Friday","35-45"
"F","DIVORCIADO","CENTRO","de 300 a 400","BRINQUEDOS",11,6,"Saturday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","LIVROS",20,8,"Saturday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","de 300 a 400","ELETRODOMESTICOS",27,7,"Wednesday","46-60"
"F","SOLTEIRO","GOIABEIRAS","de 400 a 500","ELETRODOMESTICOS",6,8,"Saturday","26-35"
"F","CASADO","SAO PEDRO","de 400 a 500","DECORACAO",15,7,"Friday","18-25"
"F","CASADO","SAO PEDRO","de 100 a 200","CELULARES E TELEFONIA",30,12,"Friday","35-45"
"F","SOLTEIRO","JARDIM DA PENHA","de 100 a 200","INFORMATICA",17,1,"Sunday","35-45"
"F","SOLTEIRO","GOIABEIRAS","de 100 a 200","ELETRODOMESTICOS",16,4,"Saturday","35-45"
"F","DIVORCIADO","CENTRO","de 100 a 200","CELULARES E TELEFONIA",7,4,"Thursday","46-60"
"F","SOLTEIRO","JUCUTUQUARA","ate 100","CELULARES E TELEFONIA",29,1,"Friday","35-45"
"F","CASADO","SAO PEDRO","de 200 a 300","LIVROS",9,4,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","LIVROS",23,1,"Saturday","46-60"
"F","CASADO","SAO PEDRO","de 300 a 400","ELETRODOMESTICOS",10,11,"Thursday","26-35"
"F","CASADO","SANTO ANTONIO","de 100 a 200","CELULARES E TELEFONIA",16,4,"Saturday","26-35"
"F","DIVORCIADO","CENTRO","ate 100","INFORMATICA",13,8,"Saturday","35-45"
"F","CASADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",1,10,"Saturday","26-35"
"F","SOLTEIRO","CENTRO","ate 100","CELULARES E TELEFONIA",10,9,"Saturday","35-45"
"F","SOLTEIRO","SANTO ANTONIO","ate 100","CELULARES E TELEFONIA",7,11,"Monday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","de 300 a 400","LIVROS",25,8,"Thursday","26-35"
"F","DIVORCIADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",1,10,"Saturday","26-35"
"F","DIVORCIADO","JARDIM DA PENHA","de 100 a 200","LIVROS",3,6,"Friday","26-35"
"F","CASADO","PRAIA DO CANTO","ate 100","INFORMATICA",12,10,"Wednesday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","de 100 a 200","CELULARES E TELEFONIA",25,6,"Saturday","35-45"
"F","CASADO","JUCUTUQUARA","de 100 a 200","BELEZA E PERFUMARIA",7,10,"Friday","26-35"
"F","DIVORCIADO","GOIABEIRAS","de 200 a 300","BRINQUEDOS",1,5,"Sunday","35-45"
"F","DIVORCIADO","SAO PEDRO","ate 100","BRINQUEDOS",5,4,"Tuesday","26-35"
"F","SOLTEIRO","CENTRO","acima de 500","BRINQUEDOS",24,1,"Sunday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","ate 100","BRINQUEDOS",4,1,"Monday","26-35"
"F","CASADO","JARDIM DA PENHA","ate 100","BELEZA E PERFUMARIA",26,11,"Saturday","26-35"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","GAMES",17,6,"Friday","46-60"
"F","SOLTEIRO","SAO PEDRO","acima de 500","BELEZA E PERFUMARIA",8,7,"Friday","46-60"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",7,7,"Thursday","26-35"
"F","DIVORCIADO","CENTRO","de 200 a 300","GAMES",24,1,"Sunday","35-45"
"F","CASADO","PRAIA DO CANTO","de 300 a 400","GAMES",26,5,"Thursday","35-45"
"F","VIUVO","JARDIM DA PENHA","de 100 a 200","ELETRODOMESTICOS",9,7,"Saturday","18-25"
"F","VIUVO","CENTRO","ate 100","BELEZA E PERFUMARIA",9,1,"Saturday","26-35"
"F","CASADO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",8,7,"Friday","35-45"
"F","VIUVO","GOIABEIRAS","de 200 a 300","GAMES",16,9,"Friday","35-45"
"F","CASADO","JARDIM CAMBURI","de 400 a 500","INFORMATICA",3,3,"Thursday","46-60"
"F","SOLTEIRO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",23,8,"Tuesday","acima de 60"
"F","CASADO","SANTO ANTONIO","ate 100","CELULARES E TELEFONIA",13,4,"Wednesday","18-25"
"F","VIUVO","PRAIA DO CANTO","de 300 a 400","BELEZA E PERFUMARIA",20,2,"Saturday","18-25"
"F","SOLTEIRO","SAO PEDRO","de 100 a 200","BELEZA E PERFUMARIA",14,12,"Wednesday","18-25"
"F","CASADO","SANTO ANTONIO","de 100 a 200","LIVROS",9,12,"Friday","18-25"
"F","CASADO","CENTRO","acima de 500","ELETRODOMESTICOS",18,2,"Thursday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","LIVROS",3,9,"Saturday","46-60"
"F","VIUVO","PRAIA DO CANTO","de 300 a 400","LIVROS",20,11,"Sunday","18-25"
"F","CASADO","SANTO ANTONIO","ate 100","BRINQUEDOS",16,9,"Friday","35-45"
"F","VIUVO","JARDIM CAMBURI","de 100 a 200","LIVROS",10,7,"Sunday","35-45"
"F","CASADO","SANTO ANTONIO","de 200 a 300","BRINQUEDOS",25,11,"Friday","35-45"
"F","CASADO","SANTO ANTONIO","ate 100","BRINQUEDOS",24,12,"Saturday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","de 200 a 300","LIVROS",5,8,"Friday","acima de 60"
"F","VIUVO","MARUIPE","de 400 a 500","ELETRODOMESTICOS",3,12,"Saturday","35-45"
"F","VIUVO","GOIABEIRAS","de 100 a 200","LIVROS",9,12,"Friday","18-25"
"F","VIUVO","SANTO ANTONIO","de 100 a 200","DECORACAO",28,5,"Saturday","35-45"
"F","VIUVO","SANTO ANTONIO","de 200 a 300","LIVROS",16,10,"Sunday","46-60"
"F","SOLTEIRO","MARUIPE","de 200 a 300","BELEZA E PERFUMARIA",13,11,"Sunday","18-25"
"F","DIVORCIADO","JUCUTUQUARA","de 100 a 200","BRINQUEDOS",18,6,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",11,5,"Wednesday","35-45"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","BELEZA E PERFUMARIA",12,3,"Saturday","46-60"
"F","SOLTEIRO","PRAIA DO CANTO","de 200 a 300","BRINQUEDOS",9,2,"Tuesday","35-45"
"F","VIUVO","SANTO ANTONIO","ate 100","BRINQUEDOS",10,8,"Wednesday","46-60"
"F","VIUVO","PRAIA DO CANTO","de 400 a 500","BRINQUEDOS",7,4,"Thursday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","BELEZA E PERFUMARIA",22,10,"Saturday","acima de 60"
"F","CASADO","CENTRO","de 300 a 400","DECORACAO",18,6,"Saturday","18-25"
"F","DIVORCIADO","SAO PEDRO","de 100 a 200","DECORACAO",15,11,"Tuesday","acima de 60"
"F","DIVORCIADO","MARUIPE","de 100 a 200","BRINQUEDOS",19,5,"Thursday","18-25"
"F","SOLTEIRO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",30,12,"Friday","46-60"
"F","DIVORCIADO","JUCUTUQUARA","de 300 a 400","BRINQUEDOS",7,10,"Friday","18-25"
"F","CASADO","PRAIA DO CANTO","ate 100","BELEZA E PERFUMARIA",15,5,"Sunday","35-45"
"F","VIUVO","JARDIM CAMBURI","de 300 a 400","CELULARES E TELEFONIA",17,12,"Saturday","18-25"
"F","DIVORCIADO","CENTRO","de 100 a 200","LIVROS",3,3,"Thursday","35-45"
"F","CASADO","CENTRO","acima de 500","DECORACAO",4,5,"Wednesday","35-45"
"F","DIVORCIADO","GOIABEIRAS","de 100 a 200","BELEZA E PERFUMARIA",22,7,"Friday","26-35"
"F","CASADO","GOIABEIRAS","de 100 a 200","BRINQUEDOS",6,2,"Saturday","26-35"
"F","VIUVO","CENTRO","ate 100","BELEZA E PERFUMARIA",3,10,"Monday","35-45"
"F","DIVORCIADO","JARDIM DA PENHA","de 200 a 300","DECORACAO",1,10,"Saturday","35-45"
"F","CASADO","CENTRO","de 200 a 300","LIVROS",29,10,"Saturday","35-45"
"F","CASADO","PRAIA DO CANTO","de 100 a 200","BRINQUEDOS",18,12,"Sunday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","BELEZA E PERFUMARIA",27,8,"Saturday","46-60"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","BELEZA E PERFUMARIA",5,2,"Friday","46-60"
"F","CASADO","JARDIM CAMBURI","ate 100","GAMES",9,6,"Thursday","35-45"
"F","SOLTEIRO","JARDIM DA PENHA","ate 100","ELETRODOMESTICOS",14,10,"Friday","18-25"
"F","CASADO","CENTRO","de 300 a 400","CELULARES E TELEFONIA",11,11,"Friday","35-45"
"F","DIVORCIADO","MARUIPE","de 100 a 200","INFORMATICA",22,6,"Wednesday","26-35"
"F","SOLTEIRO","SANTO ANTONIO","de 300 a 400","DECORACAO",9,7,"Saturday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",10,1,"Sunday","46-60"
"F","CASADO","MARUIPE","de 100 a 200","BELEZA E PERFUMARIA",10,1,"Sunday","acima de 60"
"F","DIVORCIADO","CENTRO","de 300 a 400","BELEZA E PERFUMARIA",26,11,"Saturday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","de 100 a 200","BELEZA E PERFUMARIA",4,12,"Sunday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","ELETRODOMESTICOS",17,12,"Saturday","18-25"
"F","SOLTEIRO","SAO PEDRO","ate 100","DECORACAO",31,1,"Sunday","46-60"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","LIVROS",20,11,"Sunday","35-45"
"F","SOLTEIRO","JARDIM DA PENHA","ate 100","BRINQUEDOS",3,11,"Thursday","35-45"
"F","SOLTEIRO","JARDIM DA PENHA","de 100 a 200","ELETRODOMESTICOS",30,7,"Saturday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","de 400 a 500","GAMES",18,6,"Saturday","35-45"
"F","CASADO","CENTRO","acima de 500","CELULARES E TELEFONIA",3,6,"Friday","46-60"
"F","SOLTEIRO","CENTRO","ate 100","DECORACAO",24,3,"Thursday","acima de 60"
"F","SOLTEIRO","SANTO ANTONIO","ate 100","GAMES",2,1,"Saturday","35-45"
"F","CASADO","MARUIPE","de 100 a 200","INFORMATICA",9,7,"Saturday","18-25"
"F","DIVORCIADO","JUCUTUQUARA","de 300 a 400","BRINQUEDOS",17,1,"Sunday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","acima de 500","ELETRODOMESTICOS",15,10,"Saturday","18-25"
"F","SOLTEIRO","SAO PEDRO","acima de 500","BRINQUEDOS",17,12,"Saturday","18-25"
"F","VIUVO","CENTRO","de 400 a 500","CELULARES E TELEFONIA",7,10,"Friday","26-35"
"F","SOLTEIRO","PRAIA DO CANTO","de 400 a 500","BRINQUEDOS",5,2,"Friday","35-45"
"F","DIVORCIADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",24,11,"Thursday","35-45"
"F","CASADO","MARUIPE","de 200 a 300","DECORACAO",23,9,"Friday","35-45"
"F","CASADO","GOIABEIRAS","de 100 a 200","GAMES",4,11,"Friday","26-35"
"F","CASADO","CENTRO","acima de 500","BELEZA E PERFUMARIA",7,10,"Friday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","de 400 a 500","DECORACAO",11,11,"Friday","26-35"
"F","CASADO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",3,7,"Sunday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","de 100 a 200","DECORACAO",6,10,"Thursday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","acima de 500","CELULARES E TELEFONIA",14,5,"Saturday","46-60"
"F","DIVORCIADO","JARDIM DA PENHA","de 300 a 400","BELEZA E PERFUMARIA",30,1,"Saturday","46-60"
"F","SOLTEIRO","MARUIPE","de 200 a 300","GAMES",7,10,"Friday","35-45"
"F","DIVORCIADO","SAO PEDRO","ate 100","DECORACAO",8,6,"Wednesday","26-35"
"F","VIUVO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",3,5,"Tuesday","46-60"
"F","SOLTEIRO","MARUIPE","de 300 a 400","BRINQUEDOS",13,5,"Friday","26-35"
"F","VIUVO","PRAIA DO CANTO","acima de 500","BELEZA E PERFUMARIA",22,1,"Friday","18-25"
"F","CASADO","PRAIA DO CANTO","acima de 500","CELULARES E TELEFONIA",13,8,"Saturday","35-45"
"F","DIVORCIADO","GOIABEIRAS","de 200 a 300","CELULARES E TELEFONIA",20,2,"Saturday","35-45"
"F","SOLTEIRO","GOIABEIRAS","acima de 500","CELULARES E TELEFONIA",17,9,"Saturday","26-35"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",30,11,"Wednesday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","de 100 a 200","CELULARES E TELEFONIA",19,11,"Saturday","26-35"
"F","DIVORCIADO","JARDIM DA PENHA","de 100 a 200","BELEZA E PERFUMARIA",23,7,"Saturday","18-25"
"F","SOLTEIRO","JARDIM DA PENHA","ate 100","LIVROS",16,10,"Sunday","35-45"
"F","SOLTEIRO","JUCUTUQUARA","de 100 a 200","ELETRODOMESTICOS",7,2,"Sunday","46-60"
"F","DIVORCIADO","SAO PEDRO","de 100 a 200","ELETRODOMESTICOS",15,10,"Saturday","18-25"
"F","VIUVO","CENTRO","ate 100","ELETRODOMESTICOS",12,12,"Monday","18-25"
"F","DIVORCIADO","SAO PEDRO","acima de 500","BRINQUEDOS",6,2,"Saturday","35-45"
"F","SOLTEIRO","SANTO ANTONIO","de 300 a 400","ELETRODOMESTICOS",27,9,"Tuesday","18-25"
"F","DIVORCIADO","MARUIPE","acima de 500","LIVROS",30,11,"Wednesday","18-25"
"F","SOLTEIRO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",8,10,"Saturday","acima de 60"
"F","DIVORCIADO","JARDIM DA PENHA","de 300 a 400","BELEZA E PERFUMARIA",24,12,"Saturday","35-45"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","BRINQUEDOS",24,12,"Saturday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","BELEZA E PERFUMARIA",30,7,"Saturday","35-45"
"F","SOLTEIRO","JARDIM CAMBURI","de 100 a 200","BRINQUEDOS",15,7,"Friday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","ELETRODOMESTICOS",25,9,"Sunday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","de 300 a 400","BELEZA E PERFUMARIA",18,12,"Sunday","46-60"
"F","SOLTEIRO","SAO PEDRO","de 100 a 200","BRINQUEDOS",24,2,"Wednesday","26-35"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","ELETRODOMESTICOS",27,7,"Wednesday","18-25"
"F","DIVORCIADO","JARDIM CAMBURI","de 100 a 200","CELULARES E TELEFONIA",2,6,"Thursday","35-45"
"F","VIUVO","CENTRO","de 100 a 200","DECORACAO",22,5,"Sunday","18-25"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","BRINQUEDOS",23,4,"Saturday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","GAMES",16,2,"Tuesday","18-25"
"F","DIVORCIADO","CENTRO","acima de 500","CELULARES E TELEFONIA",4,6,"Saturday","35-45"
"F","CASADO","MARUIPE","de 400 a 500","INFORMATICA",21,6,"Tuesday","26-35"
"F","SOLTEIRO","CENTRO","de 100 a 200","ELETRODOMESTICOS",12,9,"Monday","18-25"
"F","DIVORCIADO","CENTRO","de 300 a 400","CELULARES E TELEFONIA",31,5,"Tuesday","acima de 60"
"F","DIVORCIADO","PRAIA DO CANTO","de 100 a 200","GAMES",4,6,"Saturday","46-60"
"F","DIVORCIADO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",2,9,"Friday","35-45"
"F","CASADO","SAO PEDRO","de 200 a 300","INFORMATICA",23,7,"Saturday","26-35"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","DECORACAO",23,9,"Friday","26-35"
"F","SOLTEIRO","GOIABEIRAS","de 200 a 300","LIVROS",29,9,"Thursday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","de 300 a 400","BELEZA E PERFUMARIA",8,9,"Thursday","35-45"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","CELULARES E TELEFONIA",10,12,"Saturday","26-35"
"F","CASADO","JARDIM DA PENHA","de 200 a 300","BELEZA E PERFUMARIA",24,6,"Friday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 400 a 500","INFORMATICA",25,12,"Sunday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","LIVROS",18,3,"Friday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","ate 100","BELEZA E PERFUMARIA",17,12,"Saturday","18-25"
"F","CASADO","SANTO ANTONIO","ate 100","LIVROS",10,12,"Saturday","46-60"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",21,2,"Sunday","35-45"
"F","DIVORCIADO","MARUIPE","de 200 a 300","BRINQUEDOS",1,1,"Friday","18-25"
"F","SOLTEIRO","CENTRO","de 100 a 200","DECORACAO",16,1,"Saturday","26-35"
"F","SOLTEIRO","SANTO ANTONIO","de 100 a 200","BELEZA E PERFUMARIA",25,6,"Saturday","26-35"
"F","SOLTEIRO","MARUIPE","de 100 a 200","BRINQUEDOS",9,9,"Friday","46-60"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","DECORACAO",16,1,"Saturday","26-35"
"F","SOLTEIRO","CENTRO","de 100 a 200","GAMES",16,11,"Wednesday","35-45"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","GAMES",5,3,"Saturday","35-45"
"F","SOLTEIRO","MARUIPE","ate 100","DECORACAO",27,4,"Wednesday","35-45"
"F","DIVORCIADO","SAO PEDRO","de 300 a 400","BELEZA E PERFUMARIA",7,3,"Monday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","BRINQUEDOS",19,3,"Saturday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","acima de 500","BRINQUEDOS",3,1,"Sunday","35-45"
"F","SOLTEIRO","CENTRO","de 100 a 200","ELETRODOMESTICOS",20,2,"Saturday","35-45"
"F","CASADO","JUCUTUQUARA","de 300 a 400","BRINQUEDOS",3,12,"Saturday","46-60"
"F","DIVORCIADO","JARDIM CAMBURI","de 100 a 200","BRINQUEDOS",9,7,"Saturday","26-35"
"F","VIUVO","PRAIA DO CANTO","acima de 500","BELEZA E PERFUMARIA",16,9,"Friday","18-25"
"F","DIVORCIADO","JARDIM DA PENHA","de 200 a 300","DECORACAO",10,9,"Saturday","46-60"
"F","VIUVO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",15,10,"Saturday","18-25"
"F","CASADO","JUCUTUQUARA","de 200 a 300","ELETRODOMESTICOS",19,3,"Saturday","acima de 60"
"F","DIVORCIADO","JARDIM CAMBURI","de 400 a 500","BRINQUEDOS",26,8,"Friday","18-25"
"F","DIVORCIADO","CENTRO","de 300 a 400","BRINQUEDOS",28,10,"Friday","35-45"
"F","VIUVO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",17,7,"Sunday","35-45"



