@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {DOMINGO, SEGUNDA, TERCA, QUARTA, QUINTA, SEXTA, SABADO}

@DATA
456,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Leather Table",23.04,"BRINQUEDOS","2016-11-23",18,11,"SABADO"
457,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Wooden Shirt",72.53,"LIVROS","2016-07-28",31,12,"SABADO"
458,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Iron Table",79.7,"ELETRODOMESTICOS","2016-09-04",17,5,"SEXTA"
459,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Cotton Shoes",33.72,"BELEZA E PERFUMARIA","2016-12-09",19,3,"SEGUNDA"
460,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Steel Bag",71.16,"BELEZA E PERFUMARIA","2016-05-27",6,11,"SABADO"
461,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Bronze Bench",52.96,"BRINQUEDOS","2016-06-12",20,9,"SABADO"
462,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Bronze Chair",57.48,"ELETRODOMESTICOS","2016-03-14",15,11,"SABADO"
463,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Cotton Gloves",41.98,"ELETRODOMESTICOS","2016-03-06",25,1,"SEXTA"
464,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Linen Lamp",43.02,"GAMES","2016-12-13",12,1,"SEXTA"
465,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Linen Chair",84.47,"CELULARES E TELEFONIA","2016-05-18",2,8,"DOMINGO"
466,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Bronze Clock",9.94,"LIVROS","2016-07-07",3,11,"DOMINGO"
467,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Linen Shoes",93.56,"BELEZA E PERFUMARIA","2016-11-28",20,2,"QUINTA"
468,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Iron Plate",2.65,"ELETRODOMESTICOS","2016-09-04",4,5,"QUARTA"
469,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Bronze Knife",80.43,"INFORMATICA","2016-05-31",5,5,"SEXTA"
470,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Practical Steel Shirt",61.97,"ELETRODOMESTICOS","2016-10-19",5,10,"QUARTA"
471,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Linen Bench",35.08,"BRINQUEDOS","2016-11-20",5,5,"DOMINGO"
472,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Sleek Rubber Car",35.29,"BRINQUEDOS","2016-01-29",24,1,"SEXTA"
473,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Cotton Knife",74.54,"BRINQUEDOS","2016-12-10",18,7,"SABADO"
474,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Leather Watch",71.54,"GAMES","2016-07-10",9,7,"SABADO"
475,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Concrete Bottle",28.45,"BRINQUEDOS","2016-04-24",5,10,"SABADO"
476,"M","DIVORCIADO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Cotton Plate",3.23,"BRINQUEDOS","2016-06-16",29,4,"SEGUNDA"
477,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Concrete Hat",36.7,"BRINQUEDOS","2016-09-05",5,8,"SEXTA"
478,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Granite Shoes",26,"BRINQUEDOS","2016-12-03",10,8,"DOMINGO"
479,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Incredible Paper Watch",52.18,"INFORMATICA","2016-08-17",24,1,"SABADO"
480,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Wool Watch",75.77,"ELETRODOMESTICOS","2016-11-01",30,9,"QUINTA"
481,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Cotton Wallet",94.55,"GAMES","2016-10-23",9,6,"SEXTA"
482,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Cotton Shoes",48.03,"INFORMATICA","2016-05-14",19,2,"DOMINGO"
483,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Steel Table",70.21,"GAMES","2016-08-24",18,6,"QUARTA"
484,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Steel Knife",2.89,"LIVROS","2016-01-29",27,5,"TERCA"
485,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Leather Bottle",69.25,"BELEZA E PERFUMARIA","2016-04-13",5,11,"SEGUNDA"
486,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Concrete Watch",84.13,"INFORMATICA","2016-07-25",8,8,"SABADO"
487,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Leather Coat",61.39,"DECORACAO","2016-11-18",20,5,"QUINTA"
488,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Cotton Clock",0.73,"INFORMATICA","2016-10-05",11,9,"SEXTA"
489,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Chair",30.84,"GAMES","2016-07-28",2,2,"SABADO"
490,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Aluminum Plate",15.76,"GAMES","2016-07-24",27,11,"SEXTA"
491,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Leather Pants",82.81,"LIVROS","2016-11-29",26,2,"SEXTA"
492,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Copper Gloves",18.68,"BRINQUEDOS","2016-11-08",4,11,"QUARTA"
493,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Marble Keyboard",80.04,"DECORACAO","2016-03-31",14,1,"DOMINGO"
494,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Silk Hat",56.62,"INFORMATICA","2016-03-10",8,12,"TERCA"
495,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Silk Wallet",97.11,"CELULARES E TELEFONIA","2016-02-19",24,3,"SEXTA"
496,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Wool Plate",16.12,"LIVROS","2016-01-24",3,6,"SEXTA"
497,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Leather Bench",80.83,"BRINQUEDOS","2016-01-10",1,7,"TERCA"
498,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Intelligent Wooden Coat",73.94,"GAMES","2016-09-03",23,2,"QUARTA"
499,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Small Iron Watch",29.37,"LIVROS","2016-02-01",16,4,"SABADO"
500,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Lightweight Marble Wallet",92.54,"ELETRODOMESTICOS","2016-10-13",27,7,"SABADO"
501,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Iron Clock",62.29,"GAMES","2016-04-04",26,5,"SEXTA"
502,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Bronze Lamp",49.96,"INFORMATICA","2016-01-18",14,12,"SABADO"
503,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Marble Plate",17.58,"BELEZA E PERFUMARIA","2016-01-22",7,9,"QUARTA"
504,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Silk Hat",78.38,"BRINQUEDOS","2016-10-19",22,10,"SABADO"
505,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Paper Gloves",54.25,"BRINQUEDOS","2016-05-26",2,6,"SEXTA"
506,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Silk Chair",25.93,"BRINQUEDOS","2016-05-09",26,10,"SABADO"
507,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Silk Bottle",97.52,"CELULARES E TELEFONIA","2016-10-31",12,4,"DOMINGO"
508,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Cotton Car",18.64,"BRINQUEDOS","2016-03-29",26,12,"SEXTA"
509,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Heavy Duty Wool Coat",84.98,"BRINQUEDOS","2016-02-05",21,8,"DOMINGO"
510,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Granite Keyboard",60.64,"BELEZA E PERFUMARIA","2016-03-21",6,2,"SEXTA"
511,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Linen Gloves",8.73,"ELETRODOMESTICOS","2016-08-19",6,12,"QUINTA"
512,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Steel Hat",76.61,"BELEZA E PERFUMARIA","2016-06-08",10,3,"SEXTA"
513,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Silk Computer",3.72,"INFORMATICA","2016-06-04",28,4,"SABADO"
514,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Paper Hat",23.35,"BELEZA E PERFUMARIA","2016-06-04",29,1,"QUINTA"
515,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Plastic Shirt",20.86,"BELEZA E PERFUMARIA","2016-07-24",17,4,"DOMINGO"
516,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Plastic Car",83.81,"GAMES","2016-06-08",31,8,"SABADO"
517,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Cotton Watch",37.9,"BELEZA E PERFUMARIA","2016-10-30",1,7,"QUARTA"
518,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Wool Gloves",81.08,"BRINQUEDOS","2016-10-05",9,7,"SABADO"
519,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Iron Knife",26.18,"DECORACAO","2016-09-07",1,2,"SABADO"
520,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Leather Wallet",36.16,"ELETRODOMESTICOS","2016-12-09",31,5,"SEXTA"
521,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Wooden Computer",43.63,"GAMES","2016-09-10",2,3,"SEGUNDA"
522,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Aluminum Keyboard",9.47,"CELULARES E TELEFONIA","2016-06-17",30,7,"SEGUNDA"
523,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Granite Shoes",56.69,"BRINQUEDOS","2016-09-17",20,6,"QUARTA"
524,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Paper Hat",11.79,"LIVROS","2016-05-14",24,7,"QUINTA"
525,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Wool Wallet",36,"GAMES","2016-04-04",11,7,"SABADO"
526,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Rubber Shirt",73.83,"INFORMATICA","2016-02-07",11,11,"DOMINGO"
527,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Granite Lamp",68.59,"BELEZA E PERFUMARIA","2016-06-03",10,1,"SABADO"
528,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Linen Knife",89.42,"INFORMATICA","2016-10-25",24,4,"SABADO"
529,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Linen Gloves",65.96,"INFORMATICA","2016-04-28",3,4,"SABADO"
530,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Linen Pants",13.74,"INFORMATICA","2016-07-07",13,8,"SEXTA"
531,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Iron Clock",62.68,"BRINQUEDOS","2016-01-04",9,5,"DOMINGO"
532,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Marble Pants",70.36,"GAMES","2016-09-07",2,11,"SABADO"
533,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Copper Keyboard",67.4,"BRINQUEDOS","2016-09-12",29,11,"SABADO"
534,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Steel Shirt",32.7,"BRINQUEDOS","2016-06-17",1,1,"SABADO"
535,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Rubber Lamp",43.25,"BRINQUEDOS","2016-02-11",10,3,"DOMINGO"
536,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Aluminum Pants",26.41,"BRINQUEDOS","2016-10-12",8,3,"DOMINGO"
537,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Silk Clock",41.99,"BRINQUEDOS","2016-04-24",21,1,"DOMINGO"
538,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Linen Clock",94.08,"GAMES","2016-02-08",25,11,"SABADO"
539,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Wool Bag",10.59,"CELULARES E TELEFONIA","2016-12-31",9,10,"SABADO"
540,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Rubber Bench",43.71,"GAMES","2016-12-04",21,7,"QUINTA"
541,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Copper Hat",27.71,"BELEZA E PERFUMARIA","2016-10-12",11,4,"DOMINGO"
542,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Cotton Wallet",0.31,"BELEZA E PERFUMARIA","2016-01-07",24,10,"QUINTA"
543,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Rubber Lamp",26.36,"DECORACAO","2016-08-15",24,8,"SABADO"
544,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Cotton Wallet",76.43,"BELEZA E PERFUMARIA","2016-09-04",1,3,"SABADO"
545,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Wool Wallet",81.42,"BRINQUEDOS","2016-10-22",18,3,"SABADO"
546,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Silk Watch",13.97,"DECORACAO","2016-05-25",22,6,"SABADO"
547,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Paper Plate",79.64,"BELEZA E PERFUMARIA","2016-03-11",14,10,"DOMINGO"
548,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Concrete Hat",13.93,"BELEZA E PERFUMARIA","2016-12-31",27,10,"QUARTA"
549,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Aluminum Knife",88.11,"GAMES","2016-02-24",3,2,"SABADO"
550,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Bench",87.76,"BELEZA E PERFUMARIA","2016-12-19",14,1,"SEXTA"
551,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Rubber Keyboard",40.27,"CELULARES E TELEFONIA","2016-11-30",14,1,"QUARTA"
552,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Concrete Knife",30.89,"BRINQUEDOS","2016-08-07",26,9,"DOMINGO"
553,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Paper Coat",93.03,"GAMES","2016-11-10",11,11,"SABADO"
554,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Iron Computer",95.89,"ELETRODOMESTICOS","2016-10-06",11,2,"QUARTA"
555,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Wooden Gloves",22.35,"INFORMATICA","2016-06-07",4,7,"DOMINGO"
556,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Wool Pants",90.35,"INFORMATICA","2016-01-03",15,8,"SABADO"
557,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Silk Gloves",70.05,"LIVROS","2016-09-23",15,2,"SEXTA"
558,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Leather Hat",91.69,"INFORMATICA","2016-07-27",22,10,"DOMINGO"
559,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Paper Knife",7.53,"LIVROS","2016-10-31",16,10,"SEGUNDA"
560,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Leather Plate",17.78,"GAMES","2016-02-03",1,5,"DOMINGO"
561,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Plastic Pants",31.5,"BRINQUEDOS","2016-09-20",30,5,"SEXTA"
562,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Practical Silk Computer",50.74,"BELEZA E PERFUMARIA","2016-01-25",18,6,"SEGUNDA"
563,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Bronze Bottle",58.33,"BELEZA E PERFUMARIA","2016-05-26",20,4,"SABADO"
564,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Mediocre Concrete Bench",61.7,"BRINQUEDOS","2016-08-27",21,6,"DOMINGO"
565,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Durable Iron Car",20.22,"BELEZA E PERFUMARIA","2016-03-25",13,12,"DOMINGO"
566,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Concrete Knife",39.85,"BELEZA E PERFUMARIA","2016-12-05",7,12,"SEGUNDA"
567,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Bronze Computer",29.25,"GAMES","2016-05-05",8,6,"SABADO"
568,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Aluminum Keyboard",56.45,"ELETRODOMESTICOS","2016-06-30",24,3,"SABADO"
569,"M","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Gorgeous Silk Car",8.22,"BELEZA E PERFUMARIA","2016-07-23",10,12,"SABADO"
570,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Copper Shirt",5.27,"DECORACAO","2016-04-21",16,4,"DOMINGO"
571,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Granite Shoes",83.46,"GAMES","2016-03-23",8,3,"SABADO"
572,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Steel Gloves",43.45,"INFORMATICA","2016-11-10",24,9,"SEXTA"
573,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Paper Shoes",90.19,"LIVROS","2016-01-09",20,3,"QUINTA"
574,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Silk Coat",79.28,"INFORMATICA","2016-08-15",24,3,"QUARTA"
575,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Paper Table",36.29,"GAMES","2016-03-22",30,9,"SABADO"
576,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Leather Hat",12.42,"BELEZA E PERFUMARIA","2016-06-02",29,6,"QUINTA"
577,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Plastic Bag",97.99,"INFORMATICA","2016-12-23",16,5,"SABADO"
578,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Linen Knife",21.94,"GAMES","2016-05-27",4,7,"SABADO"
579,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Paper Table",33.14,"BRINQUEDOS","2016-12-19",15,3,"QUARTA"
580,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Sleek Wooden Coat",51.07,"BELEZA E PERFUMARIA","2016-03-12",3,12,"SEXTA"
581,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Rubber Bench",25.24,"BRINQUEDOS","2016-03-21",31,3,"QUINTA"
582,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Iron Table",98.56,"BELEZA E PERFUMARIA","2016-02-17",10,5,"QUINTA"
583,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Paper Chair",61.83,"DECORACAO","2016-11-07",12,9,"SABADO"
584,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Copper Watch",93.31,"INFORMATICA","2016-05-26",25,10,"SABADO"
585,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Rubber Shirt",44.84,"CELULARES E TELEFONIA","2016-08-25",3,6,"SEXTA"
586,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Steel Knife",47.65,"LIVROS","2016-01-28",2,7,"SEGUNDA"
587,"M","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Leather Gloves",5.06,"BRINQUEDOS","2016-01-25",17,3,"SABADO"
588,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Linen Bottle",15.35,"INFORMATICA","2016-06-16",2,10,"SABADO"
589,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Cotton Gloves",60.88,"CELULARES E TELEFONIA","2016-11-12",31,3,"QUARTA"
590,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Wool Bottle",67.96,"BRINQUEDOS","2016-03-18",14,11,"TERCA"
591,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Bronze Gloves",68.27,"INFORMATICA","2016-11-14",30,1,"SABADO"
592,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Wool Table",18.9,"BELEZA E PERFUMARIA","2016-06-30",15,4,"SEXTA"
593,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Rubber Hat",98.42,"INFORMATICA","2016-10-25",28,9,"SABADO"
594,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Wool Clock",36.19,"INFORMATICA","2016-08-17",6,7,"QUINTA"
595,"M","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Concrete Lamp",17.5,"ELETRODOMESTICOS","2016-02-18",17,3,"TERCA"
596,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Rubber Bag",26.59,"ELETRODOMESTICOS","2016-08-02",7,6,"QUARTA"
597,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Steel Chair",25.32,"BRINQUEDOS","2016-10-23",9,9,"SABADO"
598,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Marble Chair",47.68,"DECORACAO","2016-12-16",18,8,"SABADO"
599,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Iron Coat",72.48,"CELULARES E TELEFONIA","2016-11-27",11,10,"DOMINGO"
600,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Bronze Bottle",54.55,"GAMES","2016-03-07",19,7,"SEGUNDA"
601,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Silk Bench",31.87,"BELEZA E PERFUMARIA","2016-02-21",31,1,"SABADO"
602,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Wooden Plate",56.53,"GAMES","2016-06-09",5,1,"QUINTA"
603,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Aerodynamic Linen Clock",94.34,"BELEZA E PERFUMARIA","2016-05-30",19,1,"SABADO"
604,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Paper Clock",26.74,"GAMES","2016-09-02",7,2,"SABADO"
605,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Concrete Gloves",51.22,"GAMES","2016-07-28",16,6,"SABADO"
606,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Plastic Shoes",94.78,"BELEZA E PERFUMARIA","2016-10-02",10,12,"SABADO"
607,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Silk Car",68.56,"GAMES","2016-02-20",11,9,"SEXTA"
608,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Bronze Hat",96.83,"BELEZA E PERFUMARIA","2016-12-06",9,1,"SABADO"
609,"M","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Enormous Wooden Car",9.46,"INFORMATICA","2016-09-01",17,7,"SEXTA"
610,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Aluminum Table",22.75,"BRINQUEDOS","2016-09-10",29,10,"SEXTA"
