@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday}

@DATA
414,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Copper Pants",23.17,"INFORMATICA","2016-07-24T21:00:00-03:00",24,7,"Sunday"
415,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Iron Knife",14.17,"GAMES","2016-09-25T21:00:00-03:00",25,9,"Sunday"
416,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Marble Shirt",68.95,"INFORMATICA","2016-06-04T21:00:00-03:00",4,6,"Saturday"
417,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Iron Knife",35.1,"BRINQUEDOS","2016-06-04T21:00:00-03:00",4,6,"Saturday"
418,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Marble Shoes",53.25,"BELEZA E PERFUMARIA","2016-03-25T21:00:00-03:00",25,3,"Friday"
419,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Plastic Pants",32.07,"BRINQUEDOS","2016-06-05T21:00:00-03:00",5,6,"Sunday"
420,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Marble Clock",52.52,"BELEZA E PERFUMARIA","2016-11-12T22:00:00-02:00",12,11,"Saturday"
421,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Wooden Plate",57.77,"INFORMATICA","2016-02-27T21:00:00-03:00",27,2,"Saturday"
422,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Enormous Cotton Bag",93.12,"GAMES","2016-11-19T22:00:00-02:00",19,11,"Saturday"
423,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Concrete Table",47.98,"INFORMATICA","2016-05-01T21:00:00-03:00",1,5,"Sunday"
424,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Leather Chair",3.91,"DECORACAO","2016-02-20T22:00:00-02:00",20,2,"Saturday"
425,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Granite Coat",36.48,"GAMES","2016-02-24T21:00:00-03:00",24,2,"Wednesday"
426,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Wooden Car",25.78,"GAMES","2016-07-02T21:00:00-03:00",2,7,"Saturday"
427,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Silk Car",79.82,"BELEZA E PERFUMARIA","2016-02-06T22:00:00-02:00",6,2,"Saturday"
428,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Rustic Granite Table",18.92,"INFORMATICA","2016-04-15T21:00:00-03:00",15,4,"Friday"
429,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Granite Shirt",10.09,"GAMES","2016-11-21T22:00:00-02:00",21,11,"Monday"
430,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Wooden Clock",85.96,"INFORMATICA","2016-12-15T22:00:00-02:00",15,12,"Thursday"
431,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Silk Watch",83.22,"BRINQUEDOS","2016-06-05T21:00:00-03:00",5,6,"Sunday"
432,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Steel Bottle",66.54,"INFORMATICA","2016-02-06T22:00:00-02:00",6,2,"Saturday"
433,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Bronze Wallet",81.8,"GAMES","2016-07-09T21:00:00-03:00",9,7,"Saturday"
434,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Rubber Bottle",35.74,"BELEZA E PERFUMARIA","2016-08-24T21:00:00-03:00",24,8,"Wednesday"
435,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Plastic Clock",77.01,"BELEZA E PERFUMARIA","2016-11-26T22:00:00-02:00",26,11,"Saturday"
436,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Paper Plate",85.24,"INFORMATICA","2016-01-03T22:00:00-02:00",3,1,"Sunday"
437,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Plastic Knife",48.87,"ELETRODOMESTICOS","2016-10-23T22:00:00-02:00",23,10,"Sunday"
438,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Concrete Chair",35.97,"LIVROS","2016-03-25T21:00:00-03:00",25,3,"Friday"
439,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Aerodynamic Rubber Car",51,"BELEZA E PERFUMARIA","2016-02-03T22:00:00-02:00",3,2,"Wednesday"
440,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Bronze Computer",65,"ELETRODOMESTICOS","2016-05-13T21:00:00-03:00",13,5,"Friday"
441,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Gorgeous Wool Shirt",36.77,"INFORMATICA","2016-12-29T22:00:00-02:00",29,12,"Thursday"
442,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Granite Pants",68.01,"LIVROS","2016-03-11T21:00:00-03:00",11,3,"Friday"
443,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Leather Keyboard",44.58,"INFORMATICA","2016-04-02T21:00:00-03:00",2,4,"Saturday"
444,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Marble Table",71.97,"CELULARES E TELEFONIA","2016-02-13T22:00:00-02:00",13,2,"Saturday"
445,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Iron Bench",24.44,"INFORMATICA","2016-04-17T21:00:00-03:00",17,4,"Sunday"
446,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Marble Plate",87.13,"INFORMATICA","2016-02-07T22:00:00-02:00",7,2,"Sunday"
447,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Wooden Chair",98.93,"BRINQUEDOS","2016-05-07T21:00:00-03:00",7,5,"Saturday"
448,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Cotton Computer",73.35,"INFORMATICA","2016-11-20T22:00:00-02:00",20,11,"Sunday"
449,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Bronze Table",91.99,"BRINQUEDOS","2016-06-02T21:00:00-03:00",2,6,"Thursday"
450,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Copper Clock",80.21,"BRINQUEDOS","2016-01-22T22:00:00-02:00",22,1,"Friday"
451,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Rubber Bottle",76.72,"GAMES","2016-04-14T21:00:00-03:00",14,4,"Thursday"
452,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Plastic Pants",76.22,"BRINQUEDOS","2016-05-20T21:00:00-03:00",20,5,"Friday"
453,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Concrete Computer",16.65,"BELEZA E PERFUMARIA","2016-11-02T22:00:00-02:00",2,11,"Wednesday"
454,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Wool Pants",30.28,"BRINQUEDOS","2016-10-28T22:00:00-02:00",28,10,"Friday"
455,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Paper Hat",12.38,"CELULARES E TELEFONIA","2016-12-17T22:00:00-02:00",17,12,"Saturday"
456,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Aluminum Table",55.08,"INFORMATICA","2016-01-09T22:00:00-02:00",9,1,"Saturday"
457,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Bronze Pants",3.91,"GAMES","2016-02-07T22:00:00-02:00",7,2,"Sunday"
458,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Marble Keyboard",45.45,"LIVROS","2016-05-29T21:00:00-03:00",29,5,"Sunday"
459,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Aluminum Table",95.31,"LIVROS","2016-09-25T21:00:00-03:00",25,9,"Sunday"
460,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Concrete Shirt",56.31,"INFORMATICA","2016-10-29T22:00:00-02:00",29,10,"Saturday"
461,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Steel Gloves",80.11,"BELEZA E PERFUMARIA","2016-05-12T21:00:00-03:00",12,5,"Thursday"
462,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Plastic Coat",42.67,"BRINQUEDOS","2016-07-14T21:00:00-03:00",14,7,"Thursday"
463,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Plastic Pants",32.96,"BELEZA E PERFUMARIA","2016-08-13T21:00:00-03:00",13,8,"Saturday"
464,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Wool Watch",97.65,"BRINQUEDOS","2016-04-09T21:00:00-03:00",9,4,"Saturday"
465,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Wool Bottle",67.78,"ELETRODOMESTICOS","2016-02-20T22:00:00-02:00",20,2,"Saturday"
466,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Copper Gloves",28.1,"INFORMATICA","2016-07-24T21:00:00-03:00",24,7,"Sunday"
467,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Paper Hat",19.62,"BELEZA E PERFUMARIA","2016-02-05T22:00:00-02:00",5,2,"Friday"
468,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Concrete Keyboard",67.44,"BELEZA E PERFUMARIA","2016-10-15T22:00:00-02:00",15,10,"Saturday"
469,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Marble Bag",95.87,"GAMES","2016-09-17T21:00:00-03:00",17,9,"Saturday"
470,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Silk Hat",79.34,"ELETRODOMESTICOS","2016-05-27T21:00:00-03:00",27,5,"Friday"
471,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Iron Table",86.99,"GAMES","2016-01-17T22:00:00-02:00",17,1,"Sunday"
472,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Bronze Bench",74.38,"INFORMATICA","2016-06-11T21:00:00-03:00",11,6,"Saturday"
473,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Bronze Shoes",96.54,"ELETRODOMESTICOS","2016-08-06T21:00:00-03:00",6,8,"Saturday"
474,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Silk Computer",28.49,"GAMES","2016-04-30T21:00:00-03:00",30,4,"Saturday"
475,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Linen Table",66.7,"BRINQUEDOS","2016-09-21T21:00:00-03:00",21,9,"Wednesday"
476,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Linen Wallet",16.83,"BRINQUEDOS","2016-04-29T21:00:00-03:00",29,4,"Friday"
477,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Silk Table",46.06,"GAMES","2016-09-24T21:00:00-03:00",24,9,"Saturday"
478,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Copper Bench",56.91,"BRINQUEDOS","2016-03-08T21:00:00-03:00",8,3,"Tuesday"
479,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Bronze Computer",16.69,"BRINQUEDOS","2016-02-06T22:00:00-02:00",6,2,"Saturday"
480,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Granite Bench",16.12,"CELULARES E TELEFONIA","2016-08-13T21:00:00-03:00",13,8,"Saturday"
481,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Copper Gloves",98.4,"CELULARES E TELEFONIA","2016-11-23T22:00:00-02:00",23,11,"Wednesday"
482,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Cotton Coat",22.37,"BELEZA E PERFUMARIA","2016-08-20T21:00:00-03:00",20,8,"Saturday"
483,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Iron Coat",27.52,"BELEZA E PERFUMARIA","2016-12-21T22:00:00-02:00",21,12,"Wednesday"
484,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Cotton Table",31.35,"DECORACAO","2016-12-06T22:00:00-02:00",6,12,"Tuesday"
485,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Wooden Hat",0.43,"CELULARES E TELEFONIA","2016-08-28T21:00:00-03:00",28,8,"Sunday"
486,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Linen Pants",88.98,"LIVROS","2016-07-10T21:00:00-03:00",10,7,"Sunday"
487,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Bronze Gloves",53.6,"BRINQUEDOS","2016-01-09T22:00:00-02:00",9,1,"Saturday"
488,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Aluminum Lamp",19.59,"DECORACAO","2016-04-03T21:00:00-03:00",3,4,"Sunday"
489,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Leather Chair",35.72,"DECORACAO","2016-01-30T22:00:00-02:00",30,1,"Saturday"
490,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Plastic Plate",94.12,"BELEZA E PERFUMARIA","2016-04-22T21:00:00-03:00",22,4,"Friday"
491,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Granite Bottle",5.23,"DECORACAO","2016-09-18T21:00:00-03:00",18,9,"Sunday"
492,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Aluminum Bag",70.43,"LIVROS","2016-12-21T22:00:00-02:00",21,12,"Wednesday"
493,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Steel Bottle",55.69,"BRINQUEDOS","2016-09-10T21:00:00-03:00",10,9,"Saturday"
494,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Wooden Lamp",41.26,"BELEZA E PERFUMARIA","2016-11-05T22:00:00-02:00",5,11,"Saturday"
495,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Plastic Knife",57.65,"GAMES","2016-07-08T21:00:00-03:00",8,7,"Friday"
496,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Copper Plate",92.27,"BELEZA E PERFUMARIA","2016-02-19T22:00:00-02:00",19,2,"Friday"
497,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Copper Shirt",36.96,"CELULARES E TELEFONIA","2016-12-24T22:00:00-02:00",24,12,"Saturday"
498,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Aluminum Bottle",16.34,"BRINQUEDOS","2016-04-16T21:00:00-03:00",16,4,"Saturday"
499,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Incredible Iron Chair",11.71,"DECORACAO","2016-01-08T22:00:00-02:00",8,1,"Friday"
500,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Wool Keyboard",78.47,"INFORMATICA","2016-10-08T21:00:00-03:00",8,10,"Saturday"
501,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Cotton Shoes",99.56,"BELEZA E PERFUMARIA","2016-12-16T22:00:00-02:00",16,12,"Friday"
502,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Wooden Shoes",69.31,"DECORACAO","2016-02-29T21:00:00-03:00",29,2,"Monday"
503,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Copper Keyboard",42.11,"INFORMATICA","2016-09-07T21:00:00-03:00",7,9,"Wednesday"
504,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Heavy Duty Steel Bench",93.12,"BELEZA E PERFUMARIA","2016-12-09T22:00:00-02:00",9,12,"Friday"
505,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Paper Table",13.8,"BELEZA E PERFUMARIA","2016-04-16T21:00:00-03:00",16,4,"Saturday"
506,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Silk Bench",75.57,"BELEZA E PERFUMARIA","2016-07-15T21:00:00-03:00",15,7,"Friday"
507,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Rustic Silk Bag",57.5,"INFORMATICA","2016-12-03T22:00:00-02:00",3,12,"Saturday"
508,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Copper Keyboard",6.33,"LIVROS","2016-02-19T22:00:00-02:00",19,2,"Friday"
509,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Wooden Bag",33.78,"BRINQUEDOS","2016-05-21T21:00:00-03:00",21,5,"Saturday"
510,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Wool Shirt",8.46,"GAMES","2016-03-05T21:00:00-03:00",5,3,"Saturday"
511,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Linen Plate",22.94,"INFORMATICA","2016-09-29T21:00:00-03:00",29,9,"Thursday"
512,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Wool Hat",88.59,"BELEZA E PERFUMARIA","2016-09-25T21:00:00-03:00",25,9,"Sunday"
513,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Mediocre Aluminum Chair",16.07,"GAMES","2016-11-09T22:00:00-02:00",9,11,"Wednesday"
514,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Cotton Computer",58.7,"INFORMATICA","2016-08-02T21:00:00-03:00",2,8,"Tuesday"
515,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Bronze Watch",23.06,"LIVROS","2016-05-29T21:00:00-03:00",29,5,"Sunday"
516,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Leather Table",12.78,"CELULARES E TELEFONIA","2016-05-07T21:00:00-03:00",7,5,"Saturday"
517,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Wool Plate",47.41,"LIVROS","2016-01-24T22:00:00-02:00",24,1,"Sunday"
518,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Ergonomic Wool Bag",95.7,"GAMES","2016-01-26T22:00:00-02:00",26,1,"Tuesday"
519,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Leather Car",11.98,"INFORMATICA","2016-02-25T21:00:00-03:00",25,2,"Thursday"
520,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Aluminum Car",15.46,"BELEZA E PERFUMARIA","2016-04-08T21:00:00-03:00",8,4,"Friday"
521,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Concrete Pants",66.42,"CELULARES E TELEFONIA","2016-12-17T22:00:00-02:00",17,12,"Saturday"
522,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Iron Chair",67.33,"ELETRODOMESTICOS","2016-10-23T22:00:00-02:00",23,10,"Sunday"
523,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Iron Shoes",36.22,"BELEZA E PERFUMARIA","2016-01-28T22:00:00-02:00",28,1,"Thursday"
524,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Steel Plate",59.89,"LIVROS","2016-08-04T21:00:00-03:00",4,8,"Thursday"
525,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Aluminum Car",67.71,"BRINQUEDOS","2016-06-04T21:00:00-03:00",4,6,"Saturday"
526,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Linen Table",79.94,"BRINQUEDOS","2016-02-12T22:00:00-02:00",12,2,"Friday"
527,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Plastic Car",68.83,"BELEZA E PERFUMARIA","2016-09-03T21:00:00-03:00",3,9,"Saturday"
528,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Copper Bottle",20.43,"INFORMATICA","2016-01-10T22:00:00-02:00",10,1,"Sunday"
529,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Aluminum Coat",49.19,"INFORMATICA","2016-06-15T21:00:00-03:00",15,6,"Wednesday"
530,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Granite Plate",19.56,"BELEZA E PERFUMARIA","2016-04-23T21:00:00-03:00",23,4,"Saturday"
531,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Paper Lamp",28.18,"INFORMATICA","2016-01-15T22:00:00-02:00",15,1,"Friday"
532,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Leather Table",73.2,"CELULARES E TELEFONIA","2016-07-09T21:00:00-03:00",9,7,"Saturday"
533,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Silk Shirt",65.2,"INFORMATICA","2016-04-17T21:00:00-03:00",17,4,"Sunday"
534,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Wool Shirt",97.69,"ELETRODOMESTICOS","2016-03-05T21:00:00-03:00",5,3,"Saturday"
535,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Paper Chair",34.59,"ELETRODOMESTICOS","2016-04-30T21:00:00-03:00",30,4,"Saturday"
536,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Leather Hat",60.4,"GAMES","2016-10-18T22:00:00-02:00",18,10,"Tuesday"
537,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Wooden Knife",69.79,"BRINQUEDOS","2016-01-10T22:00:00-02:00",10,1,"Sunday"
538,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Cotton Keyboard",23.63,"INFORMATICA","2016-05-21T21:00:00-03:00",21,5,"Saturday"
539,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Durable Leather Keyboard",29.83,"INFORMATICA","2016-07-14T21:00:00-03:00",14,7,"Thursday"
540,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Watch",15.8,"ELETRODOMESTICOS","2016-06-11T21:00:00-03:00",11,6,"Saturday"
541,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Aluminum Table",35.34,"GAMES","2016-01-02T22:00:00-02:00",2,1,"Saturday"
542,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Silk Bench",14.1,"BRINQUEDOS","2016-07-20T21:00:00-03:00",20,7,"Wednesday"
543,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Iron Lamp",86.21,"INFORMATICA","2016-02-26T21:00:00-03:00",26,2,"Friday"
544,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Cotton Keyboard",47.94,"ELETRODOMESTICOS","2016-08-06T21:00:00-03:00",6,8,"Saturday"
545,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Intelligent Granite Keyboard",17.4,"GAMES","2016-12-02T22:00:00-02:00",2,12,"Friday"
546,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Wool Shirt",6.02,"GAMES","2016-07-10T21:00:00-03:00",10,7,"Sunday"
547,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Bronze Chair",85.35,"BRINQUEDOS","2016-03-29T21:00:00-03:00",29,3,"Tuesday"
548,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Bronze Pants",63.39,"INFORMATICA","2016-11-27T22:00:00-02:00",27,11,"Sunday"
549,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Cotton Wallet",56.57,"INFORMATICA","2016-08-07T21:00:00-03:00",7,8,"Sunday"
550,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Steel Plate",33.38,"ELETRODOMESTICOS","2016-01-16T22:00:00-02:00",16,1,"Saturday"
551,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Marble Bag",6.9,"LIVROS","2016-06-28T21:00:00-03:00",28,6,"Tuesday"
552,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Small Wool Bench",90.29,"BELEZA E PERFUMARIA","2016-01-15T22:00:00-02:00",15,1,"Friday"
553,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Aluminum Gloves",8.64,"GAMES","2016-08-11T21:00:00-03:00",11,8,"Thursday"
